"","SRR7457551","SRR7457552","SRR7457555","SRR7457556","SRR7457559","SRR7457560"
"Gm13140",170.71374364,154.92572116,107.983467586667,104.9484664,90.0307921333333,78.7364737733333
"Gm13141",16.54461024,13.60533152,6.9146624,6.21067136,6.75733632,7.83466976
"Gm13142",63.68812848,53.55014064,36.3899975333333,38.6819209866667,54.8796162666667,60.25439888
"Gm13144",0.4070954,0,0.9198298,1.3488948,1.2133328,0
"Gm13145",3.96903333333333,3.66315,4.0782,6.41398333333333,2.936,3.76623333333333
"Gm13146",28.9087552,16.369236,18.9671872,24.1029152,26.2343744,16.8845248
"Gm13147",54.07519496,45.21079544,34.3261384,26.75848376,54.75775736,48.19092396
"Gm13148",33.2797758,31.8524650666667,28.9522893333333,23.8556152,21.3644146666667,15.9318051333333
"Gm13149",0,0,0,0,0,0
"Gm13150",3.517011,1.1198988,3.1789116,3.7493568,2.03139392,1.84540312
"Gm13151",0.571722666666667,0.816554666666667,2.17619733333333,1.372672,0.602672,0.797365333333333
"Gm13152",9.6255744,0,4.02333376,0,0,0
"Gm13153",0,0.255046306666667,1.35357404,0.0802535066666667,0.0880758666666667,0
"Gm13154",20.85436136,13.75602152,10.37424016,14.1273547466667,16.28179192,17.0190919733333
"Gm13155",0,0.25333536,0.999999386666667,1.29777954666667,1.4213292,0.50667072
"Gm13156",1.0000006,0.86666576,0.85333356,3.0266662,1.0000006,0
"Gm13157",942.675204053333,856.404361213333,582.50174908,491.943871053333,792.67095904,742.10628896
"Gm13158",3.56417322666667,1.9858752,1.40614272,1.02441386666667,1.95112618666667,1.35889152
"Gm13160",100.91883516,100.92863308,22.91280376,18.14812208,29.02473288,27.1220136
"Gm13161",0.95340804,2.09836674666667,1.13105824,3.26044576,0.246668066666667,1.16889136
"Gm13162",0.95327288,3.14795730666667,2.1450592,2.84950981333333,4.44667576,4.07569722666667
"Gm13163",0.60716544,1.22106432,3.9733344,7.8066688,4.21333248,1.32666688
"Gm13165",0,0,0,0,0,0
"Gm13166",59.3549529333333,49.6356087466667,44.8227136533333,42.3071065066667,44.4000084,33.3464406933333
"Gm13167",217.764867813333,220.959512346667,52.68939336,44.1413359466667,63.2686737866667,49.7306498933333
"Gm13168",1.21279957333333,1.02933418666667,2.16443989333333,1.30044533333333,0.866691093333333,0
"Gm13169",9.6652914,11.1124832266667,8.03401268,7.20067078666667,9.93090721333333,6.3486926
"Gm13170",0,0.253333426666667,1.37999802666667,0.0853303866666667,0.0933293066666667,0
"Gm13171",3.02666844,0,3.70666436,1.01333124,1.00000074666667,1.01333124
"Gm13172",0,0,0,0,0,0
"Gm13173",0,0,0,0,0,0
"Gm13174",0,0,0,0,0,0
"Gm13175",3.57333149333333,0.720001066666667,3.2533324,4.82666645333333,4.10666538666667,2.02666506666667
"Gm13176",4.5999972,5.00000304,0.98666496,0,1.33333584,0.6933354
"Gm13177",0,0,0,0,0,0
"Gm13178",0,0,0,0,0,0
"Gm13179",2.04334192,0,0,2.99232792,1.3519872,1.01665056
"Gm13180",0,0,0,0,0,0
"Gm13181",41.1733331866667,50.45333644,35.07333412,36.7266637733333,27.8000006533333,18.14665984
"Gm13182",31.91778304,30.67334816,8.9688976,14.92887552,13.05331456,9.73777792
"Gm13183",0.2026678,0,2.94666252,0,0.3519992,0
"Gm13184",0,0,0,0,0,0
"Gm13185",4.57332757333333,0.99999808,3.02666538666667,7.38666154666667,5.85332864,0
"Gm13186",0,1.93333434666667,0.506665973333333,0,0,0
"Gm13187",0,0,0,0,0,0
"Gm13188",0,0,0,0,0,0
"Gm13189",0,0,0,0,0,0
"Gm13191",0,0,0,0,0,0
"Gm13192",256.32637888,232.477811626667,220.679508053333,185.096343466667,199.74326528,129.129334186667
"Gm13193",0,0,0,0,0,0
"Gm13194",2.56177749333333,0.946667413333333,7.70666708,3.90666589333333,0,0
"Gm13195",0,0,0,0,0,0
"Gm13196",5.49999746666667,6.46666476,5.49999746666667,3.0222218,5.02666689333333,4.49999838666667
"Gm13197",0,0,1.013334,0,0,0
"Gm13198",1.34332930666667,0.273328906666667,3.14000045333333,0,2.11666354666667,1.16888912
"Gm13199",17.0272066666667,16.4122816533333,8.77494557333333,7.65633654666667,8.64973212,15.56078688
"Gm13200",0,0,0,0,0,0
"Gm13201",0,0,0,0,1.36000424,1.28000248
"Gm13202",168.22162896,142.4032148,92.554,98.30461256,102.49463224,67.22102464
"Gm13203",0,0,0,0,0,0
"Gm13204",22.25333636,27.6800040533333,22.28000244,23.1733270666667,19.6266618,9.21333862666667
"Gm13205",49.1185227466667,44.04465936,28.5610048533333,24.5968591733333,35.2368454933333,18.3458455733333
"Gm13206",0,0,0,0,0,0
"Gm13207",1.01333085333333,3.00000269333333,1.47999610666667,1.01333085333333,2.02666170666667,5.06666457333333
"Gm13209",0,0,0,0,0,0
"Gm13210",0.1999998,0.97600048,0.605332,0.1999998,2.1733348,1.40799932
"Gm13211",0,0,0,0,0,0
"Gm13212",606.5321618,537.209514253333,355.7163344,340.9571338,483.918156666667,514.997231986667
"Gm13213",2.37003792,1.77600216,0.92177832,0.66128688,2.58932928,0.13600008
"Gm13214",0,0,0,0,0,0
"Gm13215",53.6933165866667,55.8288145066667,47.59347808,43.65327872,34.6025528533333,32.1332376533333
"Gm13216",3.79377872,4.78533488,2.21733744,6.41245244,3.86933216,2.60444244
"Gm13217",152.633331346667,128.1333278,159.066665853333,122.69333696,170.793330853333,123.359992226667
"Gm13218",0,0,0,0,0,0
"Gm13219",0,0,0,0,0,0
"Gm1322",0,0,0,0,0,0
"Gm13220",0,0,0,0,0,0
"Gm13221",0,0,0,0,0,0
"Gm13222",0,0,0,0,0,0
"Gm13223",0.50000196,0.795555,1.49333268,0.5066652,0.84444864,1.00000392
"Gm13224",0,0,0,0,0,0
"Gm13225",0,3.25557829333333,2.61779941333333,1.33335317333333,2.46133781333333,1.67553936
"Gm13226",458.07979552,416.414462133333,335.65005184,316.62107008,299.71583552,270.02222336
"Gm13228",0,0,0,0,0,0
"Gm13229",1.34666746666667,0.999998933333333,1.0088888,1.84000293333333,1.50222426666667,0
"Gm13230",0,0,0,0,0,0
"Gm13231",137.736472,134.556518,94.869318,101.779808,84.87889,70.220352
"Gm13232",219.84542176,223.371484586667,52.8773838933333,41.1493598933333,63.3920353066667,50.8853367466667
"Gm13233",4.99991804,7.41738556,6.18348588,4.04959672,7.23980036,5.51093244
"Gm13234",7.26333,6.34011768,5.06237916,4.59999612,4.493454,4.55502672
"Gm13235",0.573330546666667,0,0.828896733333333,0,0,0
"Gm13236",0,0,0,0,0,0
"Gm13237",314.056665933333,317.9814316,70.7561280666667,61.527563,82.6771185333333,75.0491683333333
"Gm13238",40.84782,17.413396,29.863392,31.0855584,33.714356,34.1556072
"Gm13239",0,0,0,0.43382248,0.104068813333333,0
"Gm13240",0.706581466666667,0.203799266666667,1.10822113333333,0.202684333333333,0.866702466666667,0
"Gm13241",114.2668072,86.2136496,95.0584336,76.5050208,100.9898448,73.3463952
"Gm13242",5.37824194666667,4.82856533333333,1.85280170666667,3.01609069333333,2.99643458666667,1.60293413333333
"Gm13243",1.88266286666667,2.34933026666667,3.25822693333333,2.20934586666667,1.19344573333333,1.3822386
"Gm13244",0,4.3946832,5.18296528,3.88426448,6.39581224,4.4976384
"Gm13245",15.5997504,18.1199997333333,20.7689248,17.8933178666667,18.9955341333333,13.0266656
"Gm13246",2.3533356,3.7133334,7.4355582,8.8132674,5.475561,1.1799984
"Gm13247",4.67248450666667,5.45356102666667,15.95521144,4.78531681333333,6.62192532,5.81918773333333
"Gm13248",534.161148,426.839366,444.13108492,412.38781812,357.782765,312.94552176
"Gm13249",0.4066676,0,0.920069,1.3488948,1.2133328,0
"Gm13250",0,0,0,0,0,0
"Gm13251",1054.42330933333,1006.73391,902.165082,887.764574666667,974.467251333333,738.823843333333
"Gm13252",10.89528784,10.0933314,2.34666836,7.2233346,5.89262696,7.02862884
"Gm13254",0,0,0,0,0,0
"Gm13255",0,0,0,0,0,0
"Gm13256",0,0,0,0,0,0
"Gm13257",0,0,0,0,0,0
"Gm13259",0,0,0,1.00000192,0,0
"Gm13260",0,0,0,0,0,0
"Gm13261",0,0,0,0,0,0
"Gm13262",2.02822776,0,4.94799576,1.98730248,0,0
"Gm13263",0,0,0,0,0,0
"Gm13264",0,0,0,0,0,0
"Gm13265",0,0,0,0,0,0
"Gm13266",0,0,0,0,0,0
"Gm13267",0,0,0,0,0,0
"Gm13268",5.93933976,14.02821276,33.6790921733333,21.0778107066667,6.95333916,3.25889078666667
"Gm13269",0,0,0,0,0.141332853333333,0
"Gm13270",0.999999173333333,4.3911088,3.54934978666667,5.44334381333333,4.21866189333333,4.43198565333333
"Gm13271",0.65190456,0,0,0.19733256,0.99999984,0
"Gm13272",0,0.202663493333333,0.200003413333333,0.23733104,0.19733252,0.337776093333333
"Gm13273",0,0,0,0,0,0
"Gm13274",0,0,0,4.61333376,0,0
"Gm13275",0.3813354,0,0,0.20266884,0.19733256,0
"Gm13276",0.01312476,0.02927268,0.25066608,0.48638472,0.00429684,0
"Gm13277",0.38132808,0,0.19999704,0,0,0.40533768
"Gm13278",0.3813354,0,0.32533008,0.19999704,0,0.20266152
"Gm13279",0.1283196,0,0.1331874,0.6026556,0.01501332,0.20266152
"Gm13281",0,0,0,0,0,0
"Gm13282",0,0,0,0,0.146663133333333,1.00000233333333
"Gm13283",0.239951506666667,1.17867082666667,0.755980866666667,1.50932833333333,2.03200946666667,2.39497001333333
"Gm13284",0,0,0,0,0,0
"Gm13285",0.440451866666667,0.418132,0,1.2935776,0,0.348677253333333
"Gm13286",0,0,0,0.09999656,0.05408664,0.2026638
"Gm13287",0,0.20266884,0.12533304,0.64000224,0,0.20266884
"Gm13288",0.90668,0.805334,0.805334,1.818642,0.922678,0.800014
"Gm13289",0.39466512,0,0.12533304,0.40533036,0,0.20266884
"Gm13290",0.201331093333333,0.20266048,0.605335573333333,0.279997226666667,0.529044266666667,0.12533664
"Gm13291",0,0,0,0,0,0
"Gm13292",1415.30578666667,1594.57224,750.316773333333,757.599746666667,636.528213333333,554.782973333333
"Gm13293",0,0,0,0,0,0
"Gm13294",21.1333276,18.0666668,7.5733392,20.1666658666667,7.58667466666667,15.0133414666667
"Gm13296",0,0,0,0,0,0
"Gm13297",0,0,0,0,0,0
"Gm13299",0,0,0,0,0,0
"Gm1330",0,0,0,0,0,0
"Gm13301",0,0,0,0,0,0
"Gm13302",0,0,0.202675053333333,0,0.86400072,0
"Gm13303",0.39466736,0,0.40533312,0.4000088,0.20266656,0.40533312
"Gm13304",0,0,0,0,0,0
"Gm13305",80.7953101866667,68.3910544266667,64.2463668533333,69.93061248,43.7027250133333,47.8550692
"Gm13306",1.90932869333333,0.847998746666667,0,0,0,1.61866106666667
"Gm13307",0,0,0,0,0,0
"Gm13310",85.8818673733333,94.4862891466667,23.9998097733333,27.1005046266667,22.1053539733333,20.09863208
"Gm13311",0.33777996,0,0.33777996,0.337790066666667,0,0
"Gm13312",0,0,0,0,0,0
"Gm13313",1.99999445333333,1.99999445333333,2.86665968,0.999997226666667,1.96000208,0
"Gm13314",0,0,0,0,0,0
"Gm13315",0.500005746666667,0,0,0,0,0.973333773333333
"Gm13316",78.4866637733333,59.5666691733333,117.673338266667,123.266670013333,73.59332424,61.39333228
"Gm13320",15.52669064,12.12668808,16.5799832,9.74333124,9.32445408,10.7011104
"Gm13321",0.426666666666667,2.07333333333333,0.8,0.117333333333333,0.36,0.426666666666667
"Gm13322",0,0,0,0,0,0
"Gm13323",0,0,0,0,0,0
"Gm13324",0,0,0,0,0,0
"Gm13325",0,0,0,0,0,0
"Gm13326",0,0,0,0,0,0
"Gm13327",0,0,0,0,0,0
"Gm13328",65.8200016,64.8799968,38.7866696,42.0333432,49.45334,41.0333352
"Gm13329",0,0,0,0,0,0
"Gm13330",0,0,0,0,0,0
"Gm13331",0,0,0,0,0,0
"Gm13332",6.42000744,3.97999416,11.279996,3.44666648,3.41999264,0.9933256
"Gm13333",0,0.804440413333333,0.328884306666667,0,0,0.99555632
"Gm13335",0.10671604,0.06133048,0.29605176,0.17337824,0.04000988,0
"Gm13337",23.8426906933333,18.7304564,45.0552813866667,27.0139430666667,16.04399256,15.2851422933333
"Gm13338",0,0,0,0,0,0
"Gm13339",726.3933264,740.7333432,609.306656,589.34665,455.333338,490.15335
"Gm13340",12827.6202472,13237.461429,11628.2549164,11553.4315346,8566.2850686,8195.9735358
"Gm13341",4813.85351552,5170.03922176,4140.5292544,4125.23917568,3165.32206592,2924.45862912
"Gm13342",60.61466736,59.95466856,62.68532424,48.58599672,46.63200228,41.6933328
"Gm13343",0,0,0,0,0,0
"Gm13344",0,0,0,0,0,0
"Gm13345",0,0,0,0,0,0
"Gm13346",0,0,0,0,0,0
"Gm13347",1.4800016,0.97333016,0.9599986,3.90667024,0,2.68666112
"Gm13348",0,0,0,0,0,0
"Gm13349",0,0,2.98666576,1.51999856,0,3.01333144
"Gm1335",0,0,0,0,0,0
"Gm13350",1.01333408,0.973334386666667,0,0,0.986669746666667,0
"Gm13351",21.149328,18.71044848,11.79999912,13.10667144,16.29066816,5.43377208
"Gm13352",0,0,0,0,0,0
"Gm13353",0,0,0,0,0,0
"Gm13355",0,1.01333488,0,1.01333488,0,0
"Gm13356",0,0,0,0,0,0
"Gm13357",5.34666556,6.25333636,11.49333224,7.96000112,6.80000236,10.42666408
"Gm13358",0,0,0,0,0,0
"Gm13359",8.6133296,7.49333246666667,4.9733366,2.48000093333333,6.253332,4.14666653333333
"Gm13360",0,0,0,0,0,0
"Gm13361",0.16000488,1.25332704,3.56000364,3.61333224,0.19999656,0.03999168
"Gm13362",0,0,0,0,0,0
"Gm13363",200.56528296,199.88561808,176.45822328,175.52875008,83.64834936,103.3711032
"Gm13365",10.3066646666667,10.92667324,10.3466614533333,6.09999646666667,6.52666345333333,5.70000265333333
"Gm13366",0,0,0,0,0,0
"Gm13367",0,0,0,0,0,0
"Gm13368",0,0,0,0,0,0
"Gm13369",38.38421944,31.91146028,26.96765624,29.48265068,51.75924068,29.78281712
"Gm13370",418.07839864,431.75597976,392.36557164,348.40030344,275.92468512,259.07448952
"Gm13371",0,0,0,0,0,0
"Gm13372",0,0,0,0,0,0
"Gm13373",0,0,0,0,0,0
"Gm13375",23.4399998933333,17.33333056,12.9199952,10.08000112,10.2000052,17.1333351466667
"Gm13376",0,0,0,0,0,0
"Gm13377",0,0,0,0,0,0
"Gm13378",52.15333312,47.41333184,41.54666432,36.75333312,45.22666624,38.67333568
"Gm13379",18.96261588,19.72003716,8.0346636,7.35732648,4.75999812,4.19200668
"Gm13380",2.00000336,1.01333733333333,1.06667037333333,0,5.31999706666667,1.12000341333333
"Gm13381",0,0,0,0,0,0
"Gm13383",1.01333656,0,0,0,0,0
"Gm13384",0,0,0,0,0,0
"Gm13385",0,0,0,0.720001333333333,2.1199992,0
"Gm13386",0.6933336,0,0,0.946667253333333,3.01333392,0
"Gm13387",0,0,0,0,0,0
"Gm13388",0,0,0,0,0,0
"Gm13389",0,0,0,0,0,0
"Gm13391",19.3599975466667,0,15.9066688,21.0800024133333,18.68000256,21.2399947866667
"Gm13392",69.866668,63.473332,61.84,57.099998,57.653332,40.719998
"Gm13393",0,0,0,0,0,0
"Gm13394",2416.86665333333,2750.26753333333,2448.08004,2382.47904,1083.0956,967.87984
"Gm13396",0,0,0,0.11466552,0,0
"Gm13397",0,0,0,1.01332906666667,0,0.506664533333333
"Gm13398",0,0,0,0,0,0
"Gm13400",3.04,0.453334933333333,2.9600024,0.986667466666666,1.01333333333333,2.4800016
"Gm13401",0,0.0933334,0.29333188,0,0,0
"Gm13402",0,0,0,0,0,0
"Gm13403",0,0,0,0,0,0
"Gm13404",0,0,0,0,0,0
"Gm13405",0,0,12.06926656,0,0,0
"Gm13406",0,0,0,0,0,0
"Gm13407",0,3.0133344,0,0.9999984,3.0133344,0
"Gm13408",1117.18262488,1037.48637552,844.74190304,805.5845112,779.7832028,688.17084504
"Gm13409",0,0,0,0,0,0
"Gm13410",130.486677666667,122.9599908,165.933333266667,187.2399882,112.313323266667,114.3466594
"Gm13411",0,0,0,0,0,0
"Gm13412",0,0,0,0,0,0
"Gm13413",54.2773634666667,46.4213357066667,48.3426628533333,42.7759929333333,35.47600448,32.05332144
"Gm13414",90.7722215866667,85.2574031466667,123.011899293333,103.03038184,76.8601654133333,65.52128212
"Gm13415",0,0,0,0,0,0
"Gm13416",33.4399942933333,28.4866621866667,20.3533269333333,39.8000005866667,15.5866644266667,15.6333264533333
"Gm13417",0,0,0,0,0,0
"Gm13418",0,0.397335893333333,0,0,0,0
"Gm13419",0.391999693333333,0,0.405332893333333,0.202668253333333,0.405332893333333,0.405332893333333
"Gm13420",0,0,15.0800056533333,9.61333922666667,0,3.74666856
"Gm13421",9.74667034666667,10.9333375066667,0,0,0,7.2533384
"Gm13422",94.41333216,89.19999648,96.83333184,106.20667008,66.2799984,69.23333088
"Gm13423",2.99999552,0,5.29333248,7.19999872,2.99999552,2.99999552
"Gm13424",0,0,0,0,0,0
"Gm13425",0,0,0,0,0,0
"Gm13426",0,0,0,0,0,0
"Gm13427",0,0,0,3.32459445333333,0,0
"Gm13428",0,0,0,0,0,0
"Gm13429",0,0,0,0,0,0
"Gm13430",146.62810368,150.94054656,75.95663232,58.4886912,75.65657856,66.53729664
"Gm13431",0,0,0,0,0,0
"Gm13432",0,0.173333626666667,0,0,0,0
"Gm13433",0,0.9866656,0.3466656,0,0.9066656,2.6133344
"Gm13434",0,0,0,0,0,0
"Gm13435",24.03999532,29.89332852,12.49999608,13.54666148,7.51333484,8.06666872
"Gm13436",1187.76994812,1115.41618944,878.5681254,872.65092096,724.14027756,651.7979496
"Gm13437",0,0,0,0,0,0
"Gm13438",0,0,0,0,0,0
"Gm13439",0,0,0,0,0,0
"Gm13440",0,0,0,0,0,0
"Gm13441",0,0,0,0,0,0
"Gm13442",0,0,0,0,0,0
"Gm13443",32.3133358,25.786669,46.1666686,32.953347,14.766663,19.6333322
"Gm13444",0,0,0,0,0,0
"Gm13445",1.00000133333333,0,0.96000128,0.986665253333333,1.25333364,0.680000906666667
"Gm13446",0,0,0,0,0,0
"Gm13448",0,0,0,0,0,0
"Gm13449",0,0,0,0,0,0
"Gm13450",0.960000613333333,1.919999,1.27999933333333,1.30666589333333,0.320000946666667,0.320000946666667
"Gm13451",0,0,0,0,0,0
"Gm13452",0,0,0,0,0,0
"Gm13453",549.29561764,528.73550688,411.868996,459.9932148,348.36215176,277.83778232
"Gm13454",0,0,0,0,0,0
"Gm13455",0,0,0,0,0,0
"Gm13456",11631.0274808,10054.3202942,11507.5498538,10274.2188094,8714.6585526,8170.6180738
"Gm13457",0,0,0,0,0,0
"Gm13458",0,0,0,0,0,0
"Gm13459",0,0,0,0,0,0
"Gm13460",0,0,0,0,0,0
"Gm13461",582.046649893333,638.948930506667,178.200002186667,222.52205848,157.573309093333,150.03999624
"Gm13462",0,0,0,0,0,0
"Gm13463",0,0,0,0,0,0
"Gm13464",958.070165066667,1075.19493473333,494.618079266667,511.828661666667,427.100133533333,361.333093733333
"Gm13465",0,0,0,0,0,0
"Gm13466",0,0,0,0,0,0
"Gm13467",0,0,0,0,0,0
"Gm13469",0,0,0,0.426668666666667,0,0
"Gm13470",10.5733308,5.3999986,14.2666683733333,13.0533351466667,8.77333126666667,13.6266641733333
"Gm13471",0,0,0,0,0,0
"Gm13472",0,0,0,0,0,0
"Gm13473",0,0,0,0,0,0
"Gm13474",0,0,0,0,0,0
"Gm13475",0,0,0,0,0,0
"Gm13477",6.42970438666667,10.5448269733333,4.64138049333333,13.75335576,12.9838706133333,8.16912488
"Gm13478",0,0,0,0,0,0
"Gm13479",0,0,0,0,0,0
"Gm13480",0,0,0,0,0,0
"Gm13481",0,0,0,0,0,0
"Gm13482",0,0,0,0,0,0
"Gm13483",0,0,0,0,0,0
"Gm13484",0,0,0,0,0,0
"Gm13485",0,0,0,0,0,0
"Gm13486",0,0,0,0,0,0
"Gm13487",17.80667136,14.35333248,19.61332992,15.72666624,6.25333248,4.58666496
"Gm13488",0.08533288,0,0,0,0,0.0879987866666667
"Gm13489",0,0,0,0,0,0
"Gm13490",0,0,0,0,0,0
"Gm13491",0,0,0,0,0,0
"Gm13492",0,0,0,0,0,0
"Gm13493",1318.03317304,1306.59945130667,656.10043236,629.153637386667,558.74908304,516.903505973333
"Gm13494",0,0,0,0,0,0
"Gm13495",0,1.01333332,0,0,0,1.0000014
"Gm13496",0,0,0,0,0,0
"Gm13497",0,0,0,0,0,0
"Gm13498",243.07842584,292.06000328,180.62666768,171.14666328,150.93999152,169.89332904
"Gm13499",0,0,0,0,0,0
"Gm13500",0,1.00666432,0,0,0,0.5000032
"Gm13501",0,0,0,0,0,0
"Gm13502",420.334188,459.54194352,80.78627328,68.37795696,96.25104816,109.15093248
"Gm13503",62.61333344,63.9866685333333,37.2533333866667,34.4133302666667,23.18666584,27.4400013333333
"Gm13504",0,0.479999786666667,0,0,0,0
"Gm13505",0,0,0,0,0,0
"Gm13506",0,0,0,0,0,0
"Gm13508",0.122667,0.146671333333333,0.573334666666667,0.250004666666667,1.01333833333333,1.47399833333333
"Gm13509",1837.64871904,1814.06776368,1225.30888528,1195.4423272,1077.76876992,942.10241696
"Gm13510",0.999999,0,1.01333232,1.01333232,0.999999,0
"Gm13511",3.42666676,1.94666736,0.42666536,0,2.01333352,2.71999772
"Gm13517",30.0666626,26.1333375333333,28.8533405333333,31.0000010666667,27.9200020666667,16.0666653333333
"Gm13518",0,0,0,0,0,0
"Gm13521",0,0,0,0,0,0
"Gm13522",0,0,0,0,0,0
"Gm13523",0,0,0,3.82666826666667,0,0
"Gm13524",0,0,0,0,0,0
"Gm13525",0,0,0,0,0,0
"Gm13526",0,0,0,0,0,0
"Gm13527",0,0,0,0,0,0
"Gm13528",0,0,0,0,0,0
"Gm13529",74.8499444,64.1791696,47.3787144,50.8478829333333,34.1920484,34.4879098666667
"Gm13530",0,0,0,0,0,0
"Gm13531",0,0,0,0,0,0
"Gm13532",281.3444832,269.0862048,233.4649184,179.8896864,164.7138048,149.1138784
"Gm13533",0,0,0,0,0,0
"Gm13534",11.66888268,9.5044536,3.99554496,5.55778044,7.0422246,2.3244372
"Gm13535",0,2.51333136,3.44000816,4.35332112,0,0
"Gm13536",0,0,0,0,0,0
"Gm13537",0.96000028,1.00666832,0,0,0.50666632,0
"Gm13538",0,0,0,0,0,0
"Gm13539",0,0,0,0,0,0
"Gm13541",0,0,0,0,0,0
"Gm13542",5.01333438666667,1.40666586666667,3.02666728,2.58667014666667,0,0
"Gm13543",0,0,0,0,0,0
"Gm13544",0,0,0,0,0,0
"Gm13545",17.0586676533333,23.5386756533333,15.9866546666667,18.08533408,10.6346680533333,11.87732832
"Gm13546",287.733435893333,169.120002186667,237.05333088,325.720002826667,305.546657746667,350.213339466667
"Gm13547",0,0,0,0,0,0
"Gm13548",1.0133354,0.00868046666666667,0.999999,1.0133354,0,0.973331333333333
"Gm13549",1.01600378666667,0,1.38399989333333,0.320002613333333,0,0.973338186666667
"Gm13550",0,0,0,0,0,0
"Gm13551",0,0,0,0,0,0
"Gm13552",92.59333212,90.28666604,56.2666718,71.9999984,44.35333208,40.24666604
"Gm13553",0,0,0,0,0,0
"Gm13554",0,0,0,0,0,0
"Gm13555",0,0,0,0,0,0
"Gm13556",0,0,1.38667813333333,6.04012181333333,3.02668789333333,0
"Gm13557",0,0,0,0,0,0
"Gm13558",0,0,0,0,0,0
"Gm13559",0,0,0,0,0,0.103997253333333
"Gm13560",0,0,0,0,0,0
"Gm13561",0,0,0,0,0,0
"Gm13562",55.2745004,44.5173488933333,50.99904172,64.09334888,57.5040707066667,30.15682224
"Gm13563",31.0632021066667,38.7300436,65.1123413466667,54.5554463066667,58.94135624,27.3375919866667
"Gm13564",0,0,0,0,0,0
"Gm13565",0,0,0,0,0,0
"Gm13566",0,0,0,0,0,0
"Gm13567",0,0,0,0,0,0
"Gm13568",0,0.164015013333333,0,0.000112986666666667,0,0
"Gm13569",0,0,0,0,0,0
"Gm13570",1.25333284,0.22667416,2.26000128,0.99999816,0.99999816,4.41333164
"Gm13571",133.984034853333,178.2513916,59.8382759066667,74.0925643866667,59.597448,53.01266736
"Gm13572",1.26666418666667,0,0,3.1733312,0,5.21333089333333
"Gm13573",140.94286068,127.79577376,136.919840253333,119.530994653333,99.2097910933333,95.69031708
"Gm13574",0,1.01333648,1.90666581333333,3.01333301333333,2.02666770666667,0
"Gm13575",0,0,0,0,0,0
"Gm13576",0,0,0,0,0,0
"Gm13577",45.2915410666667,49.1622280666667,24.8333200666667,18.4626662666667,17.2448952,18.1235634666667
"Gm13578",300.506643066667,233.9498916,250.057631066667,237.844426533333,222.9641152,185.931097466667
"Gm13579",0,0,0,0,0,0
"Gm13580",0,0,0,0,0,0
"Gm13581",0,0,0,0,0,0
"Gm13582",0,0,0,0,0,0
"Gm13583",0,0,0,0,0,0
"Gm13584",0,0,0,0,0,0
"Gm13586",103.9245856,107.08817472,77.6936138666667,78.4187716266667,62.6712859733333,53.9485499733333
"Gm13587",0,0,0,0,0,0
"Gm13588",0,0,1.0633338,0.284445,0,0.4222224
"Gm13589",0,0,0,0,0,0
"Gm13590",1.01333456,3.599996,19.8266669866667,3.97332421333333,1.98667269333333,0.99999536
"Gm13592",0.4466624,0.114668666666667,0.162663866666667,0,0,0.122667866666667
"Gm13593",0,0,0,0,0,0
"Gm13594",0,0,0,0,0,0
"Gm13595",0,0,0,0,0,0
"Gm13596",0,0,0,0,0,0
"Gm13597",226.11334,173.286665,205.566675,214.30666,242.391355,205.093325
"Gm13598",0,0,0,0,0,0
"Gm13599",0,0,0,0,0,0
"Gm136",0,0,0,0,0,0
"Gm13600",0,0,0,0,0,0
"Gm13601",0,0,0,0,0,0
"Gm13602",0,0,0.826668973333333,0.50666596,0,1.0000012
"Gm13603",0,0,0,0,0,0
"Gm13604",17.9786642666667,19.7866269866667,16.3653010133333,12.4453299733333,10.55736168,13.4640016266667
"Gm13605",0,0,0,0,0,0
"Gm13607",0,0.306676626666667,0,0,0,0
"Gm13608",0,1.01333232,3.03999696,1.01333232,0,1.00000344
"Gm13609",1.33878129333333,0,1.17959422666667,0,4.94908428,0
"Gm13610",0,0,0,0,0,0
"Gm13611",288.27057008,327.63668896,265.0977108,249.24611888,208.81314392,260.16473792
"Gm13612",0,0.3866668,0,0,0,0
"Gm13613",0,0,0,0,0,0
"Gm13614",0,0,0,0,0,0
"Gm13615",0,0,0,0,0,0
"Gm13616",0,0,0,0,0,0
"Gm13617",0,0,0,0,0,0
"Gm13618",2.69333504,0,0,0,0,0
"Gm13619",0,0,0,0,0,0
"Gm13620",1.13546925333333,1.20397732,0,0,0,0.760463386666667
"Gm13622",44.43825308,33.55833136,36.2533349066667,33.9601034,24.9925002,29.14677148
"Gm13623",122.847791666667,121.451716666667,107.670875,89.6118333333333,72.0893333333333,64.7880166666667
"Gm13624",24.87493624,32.26218688,22.1645424,18.50115344,8.77893016,11.75111168
"Gm13625",0.96528,0.2206144,0.7151296,0.2404544,0.0988032,0.0013376
"Gm13626",0,0,0,0,0,0
"Gm13627",0,0,0,0,0,0
"Gm13629",0,0,0,0,0,0
"Gm13630",0,0,0,0,0,0
"Gm13631",0,0,0,0,0,0
"Gm13632",0,0,0,0,0,0
"Gm13633",0,0,0,0,0,0
"Gm13640",0,0,0,0,0,0
"Gm13641",7.63444704,9.61532058666667,7.27467062666667,7.43994313333333,8.07660744,3.2498884
"Gm13642",28.75489804,30.09398604,21.57848872,28.165171,16.5511226,13.15626528
"Gm13645",19.08738796,15.74760324,28.85405828,15.2056732,12.27971512,18.60191848
"Gm13647",0,0,0,0,0,0
